Date,Bus Route No.,From,To,Way,Time (mins),Main Station,Trips per Day,Bus Stops Covered,Frequency (mins),Distance Travelled (km),Tickets Sold,Revenue Generated (INR)
2022-02-17,299P,Koti Osmania Hospital,Vanasthalipuram(Saheb Nagar),One Way,50,Koti,8,26.0,15.0,47.04,114.0,4633.31
2022-02-17,90 D,Jeedimetla,Secunderabad Bus Station,Round Trip,74,Ameerpet,19,10.0,5.0,10.81,136.0,9319.01
2022-02-17,9K/283K,Central Bus Station,Patancheru Bus Station,One Way,54,Ameerpet,10,22.0,5.0,47.53,301.0,5498.9
2022-02-17,9X/283D,NGO Colony,Kondapur Bus Station,One Way,82,Ameerpet,10,10.0,10.0,26.44,399.0,13586.06
2022-02-17,19F/A,Gandimaisamma X Road,Afzalgunj,Round Trip,68,Ameerpet,17,20.0,15.0,15.39,420.0,11656.01
2022-02-17,90 U,Jeedimetla,Gandimaisamma,One Way,111,Ameerpet,16,27.0,15.0,45.62,358.0,4888.56
2022-02-18,127K/S,Chengicherla,Image Garden Bus Stop,Round Trip,106,Hitech City,5,15.0,49.0,20.57,392.0,2301.18
2022-02-18,225A,Uppal X Road,Gajula Ramaram,One Way,30,Ameerpet,8,8.0,15.0,47.99,452.0,12617.7
2022-02-18,183AJ,Koti,Bachupally,Round Trip,27,Ameerpet,13,23.0,5.0,24.26,278.0,2839.96
2022-02-18,225S,Charminar,Lingampally,Round Trip,45,Ameerpet,6,11.0,30.0,41.72,170.0,8865.5
2022-02-18,90 U,L.B. Nagar,Bowrampet,Round Trip,116,Ameerpet,5,9.0,15.0,6.6,100.0,9878.6
2022-02-18,189M/A,Boduppal,Bachupally,One Way,68,Ameerpet,6,6.0,5.0,27.54,209.0,6930.09
2022-02-19,206,Suchitra X Road,Kavadi Pally,One Way,120,Koti,19,42.0,30.0,74.96,173.0,1930.08
2022-02-19,298,Secunderabad (Medchal),Kavadi Pally,Round Trip,110,Koti,11,33.0,13.0,75.035,269.0,1835.86
2022-02-19,289M,Chengicherla,Hayathnagar,One Way,41,Ameerpet,11,14.0,5.0,7.38,225.0,3586.95
2022-02-19,189M/92A,Uppal X Road,Hayathnagar,One Way,88,Ameerpet,9,23.0,10.0,42.79,262.0,11379.88
2022-02-19,90 D,Borabanda,Hayathnagar,Round Trip,20,Ameerpet,8,28.0,5.0,25.13,216.0,5463.66
2022-02-19,19Y/F,Chengicherla,L.B. Nagar Ring Road,Round Trip,66,Ameerpet,5,13.0,30.0,39.02,328.0,9983.34
2022-02-19,218C,Dilsukhnagar,Kondapur Bus Station,Round Trip,18,Ameerpet,16,30.0,10.0,24.53,247.0,6826.56
2022-02-19,230N,L.B. Nagar,Kondapur Bus Station,Round Trip,34,Ameerpet,12,24.0,10.0,35.61,129.0,13083.53
2022-02-19,19Y/F,L.B. Nagar,Shamshiguda,Round Trip,105,Ameerpet,20,19.0,5.0,34.74,354.0,8295.08
2022-02-20,Unknown,HCU Bus Depot,Bachupally X Road,Round Trip,29,Hitech City,5,17.0,50.0,46.37,126.0,1000.05
2022-02-20,11,Chengicherla,Hafeezpet MMTS Stop,One Way,96,Hitech City,5,11.0,20.0,41.07,401.0,4461.18
2022-02-20,225L/V,Suraram,Kachiguda,Round Trip,60,Ameerpet,10,22.0,15.0,39.71,391.0,8827.13
2022-02-20,225L/299,Aramghar,Hayathnagar,Round Trip,102,Ameerpet,11,23.0,10.0,17.21,126.0,5730.71
2022-02-20,19M,Aramghar,Suraram,One Way,27,Ameerpet,7,17.0,30.0,26.68,152.0,8735.36
2022-02-20,90 D,Suraram,Bachupally,One Way,14,Ameerpet,10,15.0,15.0,43.76,312.0,3119.265419
2022-02-21,127KV,HCU Bus Depot,Patancheru Busterminal,One Way,17,Hitech City,15,12.0,28.0,44.23,316.0,1200.9
2022-02-21,10H/25S,Koti,Balanagar X Road,One Way,33,Ameerpet,17,29.0,15.0,17.28,235.0,4390.5
2022-02-21,19K,Boduppal,Hayathnagar,Round Trip,49,Ameerpet,8,28.0,20.0,32.16,416.0,10363.59
2022-02-21,189M/92A,Kukatpally,Lingampally,One Way,87,Ameerpet,12,21.0,30.0,42.98,392.0,10862.39
2022-02-21,83J/272G,Jagadgirigutta,Nampally,Round Trip,104,Ameerpet,16,24.0,20.0,39.81,324.0,3989.87
2022-02-22,298,Suchitra X Road,Anajpur,Round Trip,22,Koti,18,33.0,47.0,69.54,449.0,4341.24
2022-02-22,205M,TSRTC pushpak,Abdullapurmet,One Way,20,Koti,14,16.0,28.0,11.71,53.0,1507.09
2022-02-22,40T,High Court Colony Deer Park,Vanasthalipuram(Saheb Nagar),One Way,66,Koti,10,32.0,19.0,39.93,376.0,4171.6
2022-02-22,205B,Mehdipatnam,Kothagudem,Round Trip,26,Koti,9,43.5,55.0,27.05,395.0,3889.83
2022-02-22,102B/218L,Charminar,Gandimaisamma,One Way,42,Ameerpet,8,8.0,5.0,39.7,105.0,3910.21
2022-02-22,272C,Charminar,Kachiguda,Round Trip,18,Ameerpet,13,9.0,30.0,26.34,117.0,11523.71
2022-02-22,19F,Boduppal,Bowrampet,One Way,90,Ameerpet,19,17.0,15.0,13.29,491.0,9502.93
2022-02-23,105,Suchitra X Road,Kothagudem,One Way,74,Koti,6,43.5,29.0,68.17,183.0,4432.99
2022-02-23,90 D,Gandimaisamma X Road,Patancheru Bus Station,One Way,20,Ameerpet,7,12.0,15.0,8.12,219.0,9127.44
2022-02-23,102B/218L,Aramghar,L.B. Nagar Ring Road,Round Trip,93,Ameerpet,17,24.0,5.0,11.8,373.0,9103.46
2022-02-23,9D,Kukatpally,Film Nagar,One Way,41,Ameerpet,14,18.0,5.0,37.31,302.0,12681.1
2022-02-23,223A,Boduppal,ESI,One Way,104,Ameerpet,17,13.0,15.0,25.37,369.0,5061.5
2022-02-23,9X,Uppal X Road,Gandimaisamma,Round Trip,102,Ameerpet,8,27.0,5.0,5.31,326.0,5660.83
2022-02-23,185,Gandimaisamma X Road,Afzalgunj,Round Trip,65,Ameerpet,13,14.0,15.0,49.76,328.0,8847.91
2022-02-23,187JL,NGO Colony,Nampally,Round Trip,53,Ameerpet,17,18.0,5.0,19.39,376.0,7564.36
2022-02-23,9X/171M,Uppal X Road,Hayathnagar,Round Trip,104,Ameerpet,5,14.0,10.0,20.52,444.0,5036.3
2022-02-24,127HJ,HCU Bus Depot,Infotech,One Way,41,Hitech City,1,15.0,48.0,13.98,373.0,4915.92
2022-02-24,218L,Sanath Nagar,Balanagar X Road,Round Trip,43,Ameerpet,20,13.0,5.0,17.52,266.0,9790.6
2022-02-25,205M,Mehdipatnam,Dilsukhnagar,Round Trip,66,Koti,4,26.0,45.0,28.4,192.0,2149.36
2022-02-25,11,Hitech city,koti,Round Trip,98,Hitech City,13,6.0,27.0,32.58,448.0,3350.34
2022-02-25,127KH,Hayathnagar Depot,NGO colony,One Way,85,Hitech City,15,7.0,36.0,15.83,190.0,3720.45
2022-02-25,283D,Sanath Nagar,Shamshiguda,Round Trip,69,Ameerpet,5,6.0,20.0,11.61,452.0,2362.12
2022-02-25,189 MJ,Mehdipatnam,Afzalgunj,Round Trip,17,Ameerpet,5,24.0,10.0,13.08,133.0,2931.83
2022-02-25,283D,Sanath Nagar,Afzalgunj,One Way,25,Ameerpet,19,21.0,5.0,38.77,228.0,2270.64
2022-02-25,19F,Koti,Kondapur Bus Station,One Way,100,Ameerpet,6,17.0,30.0,11.85,474.0,9569.97
2022-02-25,289M,Uppal X Road,Secunderabad Bus Station,One Way,82,Ameerpet,16,6.0,5.0,6.59,309.0,3716.6
2022-02-25,230N,Allwyn Colony,Shamshiguda,Round Trip,46,Ameerpet,8,9.0,20.0,32.0,112.0,14372.4
2022-02-26,38S/47V,Sai Nagar Colony,JNTU,One Way,46,Hitech City,4,15.0,44.0,27.62,432.0,3644.06
2022-02-26,9X/272G,MGBS,Gandimaisamma,One Way,79,Ameerpet,11,27.0,5.0,29.56,499.0,12306.91
2022-02-26,218,BHEL,Patancheru Bus Station,Round Trip,107,Ameerpet,14,9.0,30.0,17.24,107.0,4652.201365
2022-02-26,9K,Chengicherla,Bowrampet,One Way,101,Ameerpet,19,22.0,30.0,18.62,106.0,12231.92
2022-02-26,225,Charminar,Bachupally,Round Trip,48,Ameerpet,20,18.0,20.0,45.66,100.0,7804.57
2022-02-26,41N,Jagadgirigutta,Secunderabad Bus Station,One Way,53,Ameerpet,9,7.0,10.0,9.76,145.0,13234.86
2022-02-26,189M/92A,Aramghar,Kachiguda,Round Trip,20,Ameerpet,17,8.0,5.0,31.73,101.0,14893.12
2022-02-26,90 U,Charminar,Bowrampet,Round Trip,23,Ameerpet,6,9.0,5.0,35.16,136.0,5717.95
2022-02-26,225A,Koti,Patancheru Bus Station,One Way,22,Ameerpet,9,12.0,15.0,24.91,353.0,2213.37
2022-02-26,185S,Suraram,Hayathnagar,One Way,78,Ameerpet,11,14.0,5.0,7.78,313.0,3732.11
2022-02-26,183AJ,Kukatpally,Lingampally,One Way,31,Ameerpet,18,22.0,20.0,7.11,304.0,10180.85
2022-02-26,189M/92A,NGO Colony,Bowrampet,One Way,110,Ameerpet,8,14.0,10.0,38.84,450.0,3123.26
2022-02-26,230X,Jagadgirigutta,L.B. Nagar Ring Road,One Way,70,Ameerpet,13,16.0,15.0,36.49,252.0,14563.25
2022-02-27,298,Koti Osmania Hospital,Majeedpur,One Way,75,Koti,13,12.0,47.0,31.06,147.0,1224.081361
2022-02-27,218D,Mehdipatnam,Gajula Ramaram,Round Trip,86,Ameerpet,18,29.0,30.0,47.23,209.0,4510.27
2022-02-27,83K,Jeedimetla,Kondapur Bus Station,One Way,113,Ameerpet,20,30.0,15.0,19.2,400.0,13825.28
2022-02-27,9K,Gandimaisamma X Road,Shamshiguda,One Way,89,Ameerpet,12,11.0,20.0,41.44,302.0,7919.93
2022-02-27,9X/272G,Uppal X Road,Ameerpet,One Way,82,Ameerpet,12,24.0,30.0,29.96,418.0,3199.61
2022-02-28,189M/92A,Charminar,L.B. Nagar Ring Road,Round Trip,112,Ameerpet,15,17.0,20.0,38.29,345.0,10640.03
2022-02-28,9D,L.B. Nagar,Kondapur Bus Station,One Way,23,Ameerpet,17,21.0,10.0,37.29,328.0,6402.33
2022-02-28,287N,Gandimaisamma X Road,Balanagar X Road,Round Trip,42,Ameerpet,14,13.0,5.0,14.35,239.0,5522.08
2022-02-28,183,Jagadgirigutta,Hayathnagar,One Way,102,Ameerpet,14,14.0,30.0,33.13,177.0,2406.01
2022-02-28,10H/25S,Koti,Gajula Ramaram,Round Trip,42,Ameerpet,14,17.0,10.0,30.58,482.0,8567.13
2022-02-28,90 D,Kukatpally,Secunderabad Bus Station,Round Trip,75,Ameerpet,15,17.0,30.0,41.4,476.0,9598.53
2022-02-28,218L/V,Uppal X Road,Shamshiguda,Round Trip,57,Ameerpet,14,25.0,20.0,38.34,261.0,10605.58
2022-02-28,218HG,Central Bus Station,Film Nagar,One Way,34,Ameerpet,13,18.0,10.0,9.23,373.0,10584.58
2022-03-01,206,Mehdipatnam,Koti Bus Terminal,Round Trip,66,Koti,13,35.0,44.0,75.035,174.0,677.2
2022-03-01,205M,Suchitra X Road,Abdullapurmet,One Way,77,Koti,15,18.0,15.0,61.13,280.0,2188.84
2022-03-01,127KH,Hitech city,Infosys,Round Trip,62,Hitech City,1,17.0,47.0,34.54,79.0,4464.38
2022-03-01,218C,Jeedimetla,Kondapur Bus Station,Round Trip,63,Ameerpet,17,27.0,10.0,18.37,352.0,2404.01
2022-03-01,19F/A,BHEL,Secunderabad Bus Station,One Way,10,Ameerpet,15,22.0,5.0,6.43,271.0,6046.53
2022-03-01,225A,Kukatpally,Nampally,Round Trip,120,Ameerpet,18,27.0,30.0,20.35,195.0,14400.02
2022-03-01,225L/299,Kukatpally,Bowrampet,One Way,103,Ameerpet,15,14.0,15.0,48.83,249.0,2415.5
2022-03-01,218/19M,Allwyn Colony,Lingampally,Round Trip,108,Ameerpet,11,28.0,10.0,24.01,418.0,8475.94
2022-03-01,230N,KPHB,Kondapur Bus Station,Round Trip,63,Ameerpet,15,9.0,15.0,41.75,115.0,13166.95
2022-03-01,183AJ,KPHB,Bowrampet,Round Trip,23,Ameerpet,10,21.0,30.0,10.37,490.0,6522.83
2022-03-01,283D,KPHB,Afzalgunj,Round Trip,29,Ameerpet,7,8.0,20.0,41.41,273.0,4538.9
2022-03-01,218HG,NGO Colony,Balanagar X Road,Round Trip,39,Ameerpet,12,8.0,15.0,5.38,493.0,8138.53
2022-03-01,225A,Borabanda,Kondapur Bus Station,Round Trip,114,Ameerpet,12,15.0,30.0,16.21,236.0,6588.11
2022-03-01,187JL,BHEL,VV Nagar,Round Trip,31,Ameerpet,16,22.0,10.0,36.58,101.0,11036.72
2022-03-01,224H,Chandrayan Gutta X Road,ESI,Round Trip,69,Ameerpet,18,18.0,20.0,11.79,383.0,4755.57907
2022-03-01,113F,Jeedimetla,ESI,One Way,36,Ameerpet,7,20.0,30.0,31.56,466.0,4838.81
2022-03-01,9M,Uppal X Road,Kachiguda,One Way,12,Ameerpet,5,6.0,30.0,27.95,130.0,11298.11
2022-03-01,9M,Jagadgirigutta,Secunderabad Bus Station,One Way,77,Ameerpet,16,18.0,20.0,33.69,357.0,2879.26
2022-03-02,227W,Nagole Ring Road,Ramoji Film City,One Way,22,Koti,20,30.0,57.0,43.46,408.0,1555.12
2022-03-02,187JL,BHEL,Balanagar X Road,One Way,70,Ameerpet,13,8.0,10.0,46.18,208.0,6295.0
2022-03-02,9K/272G,Jeedimetla,Bachupally,Round Trip,97,Ameerpet,7,6.0,15.0,37.5,339.0,3742.93
2022-03-02,10H/25S,MGBS,VV Nagar,Round Trip,89,Ameerpet,7,22.0,5.0,37.31,413.0,11844.81
2022-03-02,189R,Aramghar,Film Nagar,One Way,86,Ameerpet,9,30.0,5.0,39.62,363.0,14146.41
2022-03-02,19M/224,Uppal X Road,Patancheru Bus Station,One Way,63,Ameerpet,8,6.0,10.0,7.45,144.0,2239.65
2022-03-02,289M,Gandimaisamma X Road,Shamshiguda,One Way,71,Ameerpet,19,21.0,15.0,43.11,436.0,16385.51532
2022-03-02,272C,Kukatpally,ESI,One Way,88,Ameerpet,11,17.0,15.0,15.13,389.0,7425.36
2022-03-02,225,Mehdipatnam,Nampally,Round Trip,70,Ameerpet,9,21.0,5.0,11.74,405.0,11214.25
2022-03-02,9X/283D,Boduppal,Hayathnagar,Round Trip,119,Ameerpet,19,28.0,15.0,16.26,271.0,8148.06
2022-03-02,222D,Boduppal,Secunderabad Bus Station,One Way,55,Ameerpet,11,13.0,20.0,11.72,440.0,6113.2
2022-03-03,299P,Nagole Ring Road,Koti Bus Terminal,One Way,48,Koti,18,15.0,41.0,7.69,172.0,1158.14
2022-03-03,206,Hayathnagar,Kavadi Pally,One Way,119,Koti,9,43.5,57.5,57.12,323.0,1482.99
2022-03-03,16A/47LI,Kondapur bus depot,JNTU,Round Trip,24,Hitech City,3,19.0,57.0,37.36,221.0,4624.44
2022-03-03,283D,Kukatpally,Afzalgunj,One Way,53,Ameerpet,15,10.0,30.0,39.75,420.0,8093.88
2022-03-03,187JL,L.B. Nagar,Patancheru Bus Station,Round Trip,55,Ameerpet,17,17.0,15.0,9.95,457.0,14540.03
2022-03-03,218/19M,Suraram,Hayathnagar,Round Trip,75,Ameerpet,19,26.0,10.0,40.98,500.0,12915.36
2022-03-03,272C,Chandrayan Gutta X Road,L.B. Nagar Ring Road,Round Trip,120,Ameerpet,19,25.0,5.0,18.52,388.0,10483.39
2022-03-03,19M,Central Bus Station,VV Nagar,Round Trip,60,Ameerpet,7,18.0,20.0,25.86,350.0,4185.44
2022-03-03,218/19M,Koti,Balanagar X Road,Round Trip,34,Ameerpet,9,12.0,20.0,11.85,401.0,12205.51
2022-03-03,19K,Chandrayan Gutta X Road,Bachupally,Round Trip,21,Ameerpet,5,29.0,20.0,8.83,118.0,12044.04
2022-03-03,230N,Charminar,Bowrampet,One Way,116,Ameerpet,9,5.0,30.0,28.13,156.0,14717.17
2022-03-03,113F,Kukatpally,Lingampally,Round Trip,24,Ameerpet,17,5.0,20.0,13.23,489.0,14903.76
2022-03-03,225L/V,Mehdipatnam,Ameerpet,Round Trip,72,Ameerpet,18,13.0,30.0,5.45,182.0,10815.39
2022-03-03,19F,Boduppal,Gajula Ramaram,Round Trip,54,Ameerpet,13,27.0,15.0,42.31,469.0,9226.83
2022-03-03,230X,NGO Colony,Hayathnagar,One Way,119,Ameerpet,17,5.0,30.0,46.65,119.0,4755.309746
2022-03-03,19Y/F,Allwyn Colony,Gandimaisamma,Round Trip,112,Ameerpet,19,11.0,5.0,42.06,135.0,4224.99
2022-03-03,19K,Dilsukhnagar,Balanagar X Road,Round Trip,55,Ameerpet,6,12.0,10.0,46.04,447.0,4072.98
2022-03-03,183,Suraram,Gandimaisamma,One Way,32,Ameerpet,7,22.0,15.0,17.78,127.0,2410.0
2022-03-03,41N,L.B. Nagar,Patancheru Bus Station,One Way,39,Ameerpet,10,22.0,15.0,42.5,205.0,2271.37
2022-03-03,189M,Charminar,ESI,One Way,65,Ameerpet,6,11.0,30.0,10.1,449.0,5797.27
2022-03-04,86V,Nagole Ring Road,Majeedpur,Round Trip,99,Koti,14,23.0,15.0,5.36,479.0,3200.55
2022-03-04,216D/L,Suchitra X Road,Marripally,Round Trip,27,Koti,10,43.5,54.0,24.93,77.0,2017.47
2022-03-04,9X/272G,Gandimaisamma X Road,Gandimaisamma,Round Trip,95,Ameerpet,12,13.0,5.0,9.53,250.0,9928.48
2022-03-04,9K/272G,Uppal X Road,Film Nagar,One Way,25,Ameerpet,6,29.0,5.0,46.63,276.0,3609.84
2022-03-04,9K,Jeedimetla,Afzalgunj,Round Trip,72,Ameerpet,18,12.0,5.0,33.04,327.0,10667.79
2022-03-04,225L,Dilsukhnagar,Suraram,Round Trip,115,Ameerpet,12,8.0,5.0,13.08,408.0,4704.86
2022-03-04,19Y/F,Mehdipatnam,Kachiguda,One Way,113,Ameerpet,20,22.0,5.0,18.6,494.0,4876.8
2022-03-04,9X/171M,Boduppal,Shamshiguda,Round Trip,96,Ameerpet,19,5.0,15.0,35.08,216.0,6141.04
2022-03-04,230N,Charminar,Kondapur Bus Station,Round Trip,69,Ameerpet,14,12.0,10.0,37.2,280.0,7996.41
2022-03-04,102B/218L,Central Bus Station,Bowrampet,One Way,17,Ameerpet,16,23.0,30.0,24.73,176.0,6964.16
2022-03-04,223R,Boduppal,Lingampally,One Way,89,Ameerpet,12,7.0,20.0,31.84,189.0,4221.92
2022-03-05,10H/250C,Kondapur bus depot,kondapur,One Way,108,Hitech City,18,22.0,21.0,14.61,447.0,1968.09
2022-03-05,19Y/F,Koti,L.B. Nagar Ring Road,One Way,35,Ameerpet,16,18.0,30.0,35.09,106.0,10734.63
2022-03-05,218,Uppal X Road,Ameerpet,One Way,30,Ameerpet,18,12.0,20.0,37.2,227.0,8597.99
2022-03-05,41N,BHEL,Film Nagar,One Way,38,Ameerpet,13,22.0,5.0,44.94,207.0,15719.48237
2022-03-05,113C,Kukatpally,Suraram,Round Trip,81,Ameerpet,15,11.0,30.0,45.96,411.0,11952.57
2022-03-05,187J,Aramghar,Nampally,One Way,34,Ameerpet,15,19.0,5.0,28.87,337.0,10409.69
2022-03-05,272C,NGO Colony,Shamshiguda,Round Trip,94,Ameerpet,7,26.0,30.0,10.19,152.0,14324.8
2022-03-05,218,NGO Colony,Film Nagar,One Way,104,Ameerpet,11,15.0,5.0,15.37,259.0,4874.66
2022-03-05,222D,Aramghar,VV Nagar,One Way,83,Ameerpet,13,9.0,15.0,15.4,449.0,6443.63
2022-03-05,9K/283K,Dilsukhnagar,ESI,Round Trip,91,Ameerpet,13,9.0,20.0,7.99,485.0,2952.84
2022-03-05,289M,Kukatpally,Nampally,One Way,53,Ameerpet,9,21.0,30.0,6.95,438.0,11493.03
2022-03-06,127K/S,ESI hospital,Hafeezpet MMTS Stop,Round Trip,103,Hitech City,6,12.0,43.0,8.29,461.0,4831.16
2022-03-06,185S,Jagadgirigutta,Hayathnagar,Round Trip,61,Ameerpet,6,13.0,15.0,39.11,437.0,4200.89
2022-03-06,224H,Uppal X Road,VV Nagar,One Way,100,Ameerpet,9,6.0,30.0,42.06,264.0,14188.89
2022-03-06,19F,NGO Colony,Secunderabad Bus Station,Round Trip,82,Ameerpet,13,13.0,30.0,8.11,334.0,4951.11
2022-03-06,41N,KPHB,Afzalgunj,Round Trip,44,Ameerpet,15,11.0,15.0,33.35,148.0,4853.38
2022-03-06,189R,Dilsukhnagar,Bachupally,Round Trip,37,Ameerpet,16,24.0,5.0,41.13,306.0,4325.31
2022-03-06,189M,Koti,Kachiguda,Round Trip,108,Ameerpet,12,12.0,30.0,5.85,115.0,2364.2
2022-03-06,183AJ,KPHB,Kachiguda,Round Trip,30,Ameerpet,12,16.0,20.0,26.21,360.0,2397.26
2022-03-06,41,L.B. Nagar,Film Nagar,Round Trip,29,Ameerpet,11,5.0,10.0,15.49,464.0,13252.16
2022-03-06,224H,Chandrayan Gutta X Road,Balanagar X Road,Round Trip,18,Ameerpet,11,22.0,30.0,44.42,344.0,8209.79
2022-03-07,105S,Mehdipatnam,Anajpur,One Way,106,Koti,9,19.0,50.0,55.91,315.0,4766.18
2022-03-07,127K/S,Rythu Bazar Erragadda,Infosys,Round Trip,103,Hitech City,8,17.0,36.0,29.99,406.0,2620.41
2022-03-07,127LH,Wipro,JNTU,Round Trip,69,Hitech City,1,9.0,33.0,28.39,185.0,1667.81
2022-03-07,19/224,KPHB,Suraram,Round Trip,16,Ameerpet,18,9.0,30.0,11.33,200.0,2184.255613
2022-03-07,113C,Kukatpally,Gandimaisamma,One Way,10,Ameerpet,19,20.0,30.0,43.79,435.0,8980.42
2022-03-07,187J,KPHB,Bachupally,Round Trip,27,Ameerpet,7,8.0,30.0,39.08,225.0,14921.75
2022-03-07,225L/V,Sanath Nagar,L.B. Nagar Ring Road,One Way,19,Ameerpet,11,28.0,30.0,13.14,295.0,14700.81
2022-03-07,218,Gandimaisamma X Road,Film Nagar,One Way,28,Ameerpet,19,9.0,10.0,26.0,310.0,6879.37
2022-03-07,218HG,Sanath Nagar,VV Nagar,Round Trip,117,Ameerpet,6,24.0,5.0,30.63,160.0,8941.46
2022-03-07,230X,Koti,Gajula Ramaram,One Way,118,Ameerpet,20,13.0,5.0,44.99,374.0,4751.434314
2022-03-07,19/224,Dilsukhnagar,Balanagar X Road,One Way,20,Ameerpet,5,23.0,5.0,45.85,283.0,10720.14
2022-03-07,83J/230,L.B. Nagar,L.B. Nagar Ring Road,Round Trip,64,Ameerpet,7,29.0,30.0,24.86,288.0,10518.14
2022-03-07,83J/230,NGO Colony,Lingampally,One Way,59,Ameerpet,13,23.0,30.0,15.99,392.0,13107.79
2022-03-07,185S,Jeedimetla,Lingampally,One Way,113,Ameerpet,7,15.0,20.0,31.03,452.0,10013.04
2022-03-07,224H,MGBS,Lingampally,One Way,46,Ameerpet,9,14.0,15.0,21.48,373.0,14244.35
2022-03-07,19Y/F,Boduppal,Afzalgunj,One Way,36,Ameerpet,17,23.0,10.0,21.16,448.0,6165.69
2022-03-07,19Y/F,Suraram,ESI,Round Trip,109,Ameerpet,20,19.0,30.0,5.07,206.0,9057.52
2022-03-07,189M/92A,Uppal X Road,Kachiguda,One Way,120,Ameerpet,16,21.0,15.0,45.48,134.0,6202.22
2022-03-07,113C,Jagadgirigutta,ESI,Round Trip,25,Ameerpet,15,25.0,5.0,8.48,268.0,6997.74
2022-03-07,224H,Gandimaisamma X Road,L.B. Nagar Ring Road,One Way,118,Ameerpet,13,20.0,20.0,37.51,409.0,4184.38
2022-03-07,83J/230,L.B. Nagar,ESI,One Way,64,Ameerpet,9,28.0,30.0,21.1,339.0,12317.58
2022-03-07,9M-1,Charminar,Balanagar X Road,Round Trip,46,Ameerpet,6,21.0,10.0,42.3,312.0,7966.41
2022-03-08,105,Hayathnagar,Anajpur,Round Trip,24,Koti,11,31.0,38.0,51.27,294.0,1724.9
2022-03-08,207,Secunderabad (Medchal),Majeedpur,Round Trip,107,Koti,10,31.0,48.0,62.89,272.0,3262.64
2022-03-08,10H/25S,Koti,Bachupally,Round Trip,118,Ameerpet,7,9.0,5.0,21.3,279.0,13000.87
2022-03-08,19K,Kukatpally,ESI,Round Trip,78,Ameerpet,5,21.0,15.0,24.88,316.0,12582.38
2022-03-08,83J/272G,L.B. Nagar,Balanagar X Road,One Way,56,Ameerpet,11,23.0,20.0,38.79,347.0,12743.46
2022-03-08,185S,Charminar,Ameerpet,One Way,30,Ameerpet,20,23.0,15.0,22.36,121.0,5604.3
2022-03-08,223R,Mehdipatnam,Ameerpet,Round Trip,51,Ameerpet,12,27.0,5.0,29.42,317.0,2389.49
2022-03-08,189M/92A,Jeedimetla,Kachiguda,One Way,67,Ameerpet,9,28.0,10.0,18.69,368.0,10603.65
2022-03-08,41,Dilsukhnagar,Suraram,One Way,36,Ameerpet,10,17.0,20.0,17.39,222.0,11334.99
2022-03-08,219,L.B. Nagar,ESI,One Way,119,Ameerpet,18,23.0,10.0,29.0,463.0,14356.99
2022-03-08,9M-1,L.B. Nagar,Kachiguda,Round Trip,77,Ameerpet,6,11.0,5.0,12.43,457.0,6734.31
2022-03-08,289M,Jeedimetla,VV Nagar,Round Trip,90,Ameerpet,5,16.0,15.0,37.23,347.0,5849.51
2022-03-09,113EL,Jeedimetla,Kachiguda,Round Trip,72,Ameerpet,16,12.0,20.0,23.04,206.0,8102.29
2022-03-09,230N,Boduppal,ESI,One Way,47,Ameerpet,17,12.0,5.0,39.16,416.0,14517.81
2022-03-09,113C,Kukatpally,Film Nagar,One Way,68,Ameerpet,16,21.0,15.0,24.77,145.0,3448.47
2022-03-09,183,L.B. Nagar,Gandimaisamma,Round Trip,105,Ameerpet,8,29.0,5.0,31.23,439.0,7109.47
2022-03-09,113F,Koti,ESI,Round Trip,17,Ameerpet,18,20.0,30.0,36.25,213.0,2124.77
2022-03-09,19F,KPHB,Suraram,Round Trip,101,Ameerpet,16,25.0,15.0,39.98,288.0,12627.22
2022-03-09,19M,Suraram,Afzalgunj,Round Trip,57,Ameerpet,17,16.0,10.0,7.5,103.0,2047.187776
2022-03-09,230X,NGO Colony,Hayathnagar,One Way,52,Ameerpet,19,21.0,15.0,7.46,403.0,14327.65
2022-03-09,9K/272G,Charminar,Balanagar X Road,Round Trip,118,Ameerpet,19,6.0,20.0,16.5,301.0,10549.01
2022-03-09,83J/230,Chandrayan Gutta X Road,ESI,Round Trip,73,Ameerpet,6,13.0,5.0,33.77,227.0,11126.27
2022-03-09,218D,L.B. Nagar,Hayathnagar,One Way,35,Ameerpet,10,30.0,5.0,24.54,209.0,10651.5
2022-03-09,19K,Dilsukhnagar,Shamshiguda,Round Trip,105,Ameerpet,20,14.0,20.0,38.87,231.0,13346.53
2022-03-10,41N,Uppal X Road,Gandimaisamma,Round Trip,35,Ameerpet,20,19.0,5.0,35.92,147.0,11389.12
2022-03-10,9X/283D,Chandrayan Gutta X Road,Kondapur Bus Station,Round Trip,21,Ameerpet,14,5.0,10.0,16.0,339.0,11821.21
2022-03-10,102B/218L,Uppal X Road,Film Nagar,Round Trip,19,Ameerpet,6,24.0,20.0,23.89,464.0,12096.85879
2022-03-10,189M,Boduppal,Suraram,One Way,29,Ameerpet,14,26.0,5.0,5.48,296.0,13537.95
2022-03-10,10H/25S,Chengicherla,L.B. Nagar Ring Road,One Way,22,Ameerpet,17,27.0,20.0,11.86,375.0,7495.73
2022-03-10,41,Gandimaisamma X Road,Suraram,Round Trip,116,Ameerpet,9,22.0,5.0,38.61,352.0,10877.04
2022-03-10,223R,Sanath Nagar,Hayathnagar,One Way,86,Ameerpet,12,11.0,30.0,33.92,112.0,12244.02
