Date,Bus Route No.,From,To,Trips per Day,Way,Bus Stops Covered,Frequency (mins),Distance Travelled (km),Time (mins),Main Station,Tickets Sold,Revenue Generated (INR)
20-02-2022,11,Chengicherla,Hafeezpet MMTS Stop,5,One-way,11,20,41.07,96,Hitech City,401,4461.18
20-02-2022,225L/V,Suraram,Kachiguda,10,Round Trip,22,15,39.71,60,Ameerpet,391,8827.13
20-02-2022,225L/299,Aramghar,Hayathnagar,11,Round Trip,23,10,17.21,102,Ameerpet,126,5730.71
20-02-2022,19M,Aramghar,Suraram,7,One Way,17,30,26.68,27,Ameerpet,152,8735.36
20-02-2022,90 D,Suraram,Bachupally,10,One Way,15,15,43.76,14,Ameerpet,312,3119.265419
21-02-2022,127KV,HCU Bus Depot,Patancheru Busterminal,15,One-way,12,28,44.23,17,Hitech City,316,1200.9
21-02-2022,10H/25S,Koti,Balanagar X Road,17,One Way,29,15,17.28,33,Ameerpet,235,4390.5
21-02-2022,19K,Boduppal,Hayathnagar,8,Round Trip,28,20,32.16,49,Ameerpet,416,10363.59
21-02-2022,189M/92A,Kukatpally,Lingampally,12,One Way,21,30,42.98,87,Ameerpet,392,10862.39
21-02-2022,83J/272G,Jagadgirigutta,Nampally,16,Round Trip,24,20,39.81,104,Ameerpet,324,3989.87
22-02-2022,298,Suchitra X Road,Anajpur,18,Round Trip,33,47,69.54,22,Koti,449,4341.24
22-02-2022,205M,TSRTC pushpak,Abdullapurmet,14,One Way,16,28,11.71,20,Koti,53,1507.09
22-02-2022,40T,High Court Colony Deer Park,Vanasthalipuram(Saheb Nagar),10,One Way,32,19,39.93,,Koti,376,4171.6
22-02-2022,205B,Mehdipatnam,Kothagudem,9,Round Trip,46,55,27.05,26,Koti,395,3889.83
22-02-2022,102B/218L,Charminar,Gandimaisamma,8,One Way,8,5,39.7,42,Ameerpet,105,3910.21
22-02-2022,272C,Charminar,Kachiguda,13,Round Trip,9,30,26.34,18,Ameerpet,117,11523.71
22-02-2022,19F,Boduppal,Bowrampet,19,One Way,17,15,13.29,90,Ameerpet,491,9502.93
23-02-2022,105,Suchitra X Road,Kothagudem,6,One Way,50,29,68.17,74,Koti,183,4432.99
23-02-2022,90 D,Gandimaisamma X Road,Patancheru Bus Station,7,One Way,12,15,8.12,20,Ameerpet,219,9127.44
23-02-2022,102B/218L,Aramghar,L.B. Nagar Ring Road,17,Round Trip,24,5,11.8,93,Ameerpet,373,9103.46
23-02-2022,9D,Kukatpally,Film Nagar,14,One Way,18,5,37.31,41,Ameerpet,302,12681.1
23-02-2022,223A,Boduppal,ESI,17,One Way,13,15,25.37,104,Ameerpet,369,5061.5
23-02-2022,9X,Uppal X Road,Gandimaisamma,8,Round Trip,27,5,5.31,102,Ameerpet,326,5660.83
23-02-2022,185,Gandimaisamma X Road,Afzalgunj,13,Round Trip,14,15,49.76,65,Ameerpet,328,8847.91
23-02-2022,187JL,NGO Colony,Nampally,17,Round Trip,18,5,19.39,53,Ameerpet,376,7564.36
23-02-2022,9X/171M,Uppal X Road,Hayathnagar,5,Round Trip,14,10,20.52,104,Ameerpet,444,5036.3
24-02-2022,127HJ,HCU Bus Depot,Infotech,1,One-way,15,48,13.98,41,Hitech City,373,4915.92
24-02-2022,218L,Sanath Nagar,Balanagar X Road,20,Round Trip,13,5,17.52,43,Ameerpet,266,9790.6
25-02-2022,205M,Mehdipatnam,Dilsukhnagar,4,Round Trip,26,45,,,Koti,192,2149.36
25-02-2022,11,Hitech city,koti,13,Round-trip,6,27,32.58,98,Hitech City,448,3350.34
25-02-2022,127KH,Hayathnagar Depot,NGO colony,15,One-way,7,36,15.83,85,Hitech City,190,3720.45
25-02-2022,283D,Sanath Nagar,Shamshiguda,5,Round Trip,6,20,11.61,69,Ameerpet,452,2362.12
25-02-2022,189 MJ,Mehdipatnam,Afzalgunj,5,Round Trip,24,10,13.08,17,Ameerpet,133,2931.83
25-02-2022,283D,Sanath Nagar,Afzalgunj,19,One Way,21,5,38.77,25,Ameerpet,228,2270.64
25-02-2022,19F,Koti,Kondapur Bus Station,6,One Way,17,30,11.85,100,Ameerpet,474,9569.97
25-02-2022,289M,Uppal X Road,Secunderabad Bus Station,16,One Way,6,5,6.59,82,Ameerpet,309,3716.6
25-02-2022,230N,Allwyn Colony,Shamshiguda,8,Round Trip,9,20,32,46,Ameerpet,112,14372.4
26-02-2022,38S/47V,Sai Nagar Colony,JNTU,4,One-way,15,44,27.62,46,Hitech City,432,3644.06
26-02-2022,9X/272G,MGBS,Gandimaisamma,11,One Way,27,5,29.56,79,Ameerpet,499,12306.91
26-02-2022,218,BHEL,Patancheru Bus Station,14,Round Trip,9,30,17.24,107,Ameerpet,107,4652.201365
26-02-2022,9K,Chengicherla,Bowrampet,19,One Way,22,30,18.62,101,Ameerpet,106,12231.92
26-02-2022,225,Charminar,Bachupally,20,Round Trip,18,20,45.66,48,Ameerpet,100,7804.57
26-02-2022,41N,Jagadgirigutta,Secunderabad Bus Station,9,One Way,7,10,9.76,53,Ameerpet,145,13234.86
26-02-2022,189M/92A,Aramghar,Kachiguda,17,Round Trip,8,5,31.73,20,Ameerpet,101,14893.12
26-02-2022,90 U,Charminar,Bowrampet,6,Round Trip,9,5,35.16,23,Ameerpet,136,5717.95
26-02-2022,225A,Koti,Patancheru Bus Station,9,One Way,12,15,24.91,22,Ameerpet,353,2213.37
26-02-2022,185S,Suraram,Hayathnagar,11,One Way,14,5,7.78,78,Ameerpet,313,3732.11
26-02-2022,183AJ,Kukatpally,Lingampally,18,One Way,22,20,7.11,31,Ameerpet,304,10180.85
26-02-2022,189M/92A,NGO Colony,Bowrampet,8,One Way,14,10,38.84,110,Ameerpet,450,3123.26
26-02-2022,230X,Jagadgirigutta,L.B. Nagar Ring Road,13,One Way,16,15,36.49,70,Ameerpet,252,14563.25
27-02-2022,298,Koti Osmania Hospital,Majeedpur,13,One Way,12,47,31.06,75,Koti,147,1224.081361
27-02-2022,218D,Mehdipatnam,Gajula Ramaram,18,Round Trip,29,30,47.23,86,Ameerpet,209,4510.27
27-02-2022,83K,Jeedimetla,Kondapur Bus Station,20,One Way,30,15,19.2,113,Ameerpet,400,13825.28
27-02-2022,9K,Gandimaisamma X Road,Shamshiguda,12,One Way,11,20,41.44,89,Ameerpet,302,7919.93
27-02-2022,9X/272G,Uppal X Road,Ameerpet,12,One Way,24,30,29.96,82,Ameerpet,418,3199.61
28-02-2022,189M/92A,Charminar,L.B. Nagar Ring Road,15,Round Trip,17,20,38.29,112,Ameerpet,345,10640.03
28-02-2022,9D,L.B. Nagar,Kondapur Bus Station,17,One Way,21,10,37.29,23,Ameerpet,328,6402.33
28-02-2022,287N,Gandimaisamma X Road,Balanagar X Road,14,Round Trip,13,5,14.35,42,Ameerpet,239,5522.08
28-02-2022,183,Jagadgirigutta,Hayathnagar,14,One Way,14,30,33.13,102,Ameerpet,177,2406.01
28-02-2022,10H/25S,Koti,Gajula Ramaram,14,Round Trip,17,10,30.58,42,Ameerpet,482,8567.13
28-02-2022,90 D,Kukatpally,Secunderabad Bus Station,15,Round Trip,17,30,41.4,75,Ameerpet,476,9598.53
28-02-2022,218L/V,Uppal X Road,Shamshiguda,14,Round Trip,25,20,38.34,57,Ameerpet,261,10605.58
28-02-2022,218HG,Central Bus Station,Film Nagar,13,One Way,18,10,9.23,34,Ameerpet,373,10584.58
01-03-2022,206,Mehdipatnam,Koti Bus Terminal,13,Round Trip,35,44,99.82,,Koti,174,677.2
01-03-2022,205M,Suchitra X Road,Abdullapurmet,15,One Way,18,15,61.13,77,Koti,280,2188.84
01-03-2022,127KH,Hitech city,Infosys,1,Round-trip,17,47,34.54,62,Hitech City,79,4464.38
01-03-2022,218C,Jeedimetla,Kondapur Bus Station,17,Round Trip,27,10,18.37,63,Ameerpet,352,2404.01
01-03-2022,19F/A,BHEL,Secunderabad Bus Station,15,One Way,22,5,6.43,10,Ameerpet,271,6046.53
01-03-2022,225A,Kukatpally,Nampally,18,Round Trip,27,30,20.35,120,Ameerpet,195,14400.02
01-03-2022,225L/299,Kukatpally,Bowrampet,15,One Way,14,15,48.83,103,Ameerpet,249,2415.5
01-03-2022,218/19M,Allwyn Colony,Lingampally,11,Round Trip,28,10,24.01,108,Ameerpet,418,8475.94
01-03-2022,230N,KPHB,Kondapur Bus Station,15,Round Trip,9,15,41.75,63,Ameerpet,115,13166.95
01-03-2022,183AJ,KPHB,Bowrampet,10,Round Trip,21,30,10.37,23,Ameerpet,490,6522.83
01-03-2022,283D,KPHB,Afzalgunj,7,Round Trip,8,20,41.41,29,Ameerpet,273,4538.9
01-03-2022,218HG,NGO Colony,Balanagar X Road,12,Round Trip,8,15,5.38,39,Ameerpet,493,8138.53
01-03-2022,225A,Borabanda,Kondapur Bus Station,12,Round Trip,15,30,16.21,114,Ameerpet,236,6588.11
01-03-2022,187JL,BHEL,VV Nagar,16,Round Trip,22,10,36.58,31,Ameerpet,101,11036.72
01-03-2022,224H,Chandrayan Gutta X Road,ESI,18,Round Trip,18,20,11.79,69,Ameerpet,383,4755.57907
01-03-2022,113F,Jeedimetla,ESI,7,One Way,20,30,31.56,36,Ameerpet,466,4838.81
01-03-2022,9M,Uppal X Road,Kachiguda,5,One Way,6,30,27.95,12,Ameerpet,130,11298.11
01-03-2022,9M,Jagadgirigutta,Secunderabad Bus Station,16,One Way,18,20,33.69,77,Ameerpet,357,2879.26
02-03-2022,227W,Nagole Ring Road,Ramoji Film City,20,One Way,30,57,43.46,22,Koti,408,1555.12
02-03-2022,187JL,BHEL,Balanagar X Road,13,One Way,8,10,46.18,70,Ameerpet,208,6295
02-03-2022,9K/272G,Jeedimetla,Bachupally,7,Round Trip,6,15,37.5,97,Ameerpet,339,3742.93
02-03-2022,10H/25S,MGBS,VV Nagar,7,Round Trip,22,5,37.31,89,Ameerpet,413,11844.81
02-03-2022,189R,Aramghar,Film Nagar,9,One Way,30,5,39.62,86,Ameerpet,363,14146.41
02-03-2022,19M/224,Uppal X Road,Patancheru Bus Station,8,One Way,6,10,7.45,63,Ameerpet,144,2239.65
02-03-2022,289M,Gandimaisamma X Road,Shamshiguda,19,One Way,21,15,43.11,71,Ameerpet,436,16385.51532
02-03-2022,272C,Kukatpally,ESI,11,One Way,17,15,15.13,88,Ameerpet,389,7425.36
02-03-2022,225,Mehdipatnam,Nampally,9,Round Trip,21,5,11.74,70,Ameerpet,405,11214.25
02-03-2022,9X/283D,Boduppal,Hayathnagar,19,Round Trip,28,15,16.26,119,Ameerpet,271,8148.06
02-03-2022,222D,Boduppal,Secunderabad Bus Station,11,One Way,13,20,11.72,55,Ameerpet,440,6113.2
03-03-2022,299P,Nagole Ring Road,Koti Bus Terminal,18,One Way,15,41,7.69,48,Koti,172,1158.14
03-03-2022,206,Hayathnagar,Kavadi Pally,9,One Way,47,58,57.12,119,Koti,323,1482.99
03-03-2022,16A/47LI,Kondapur bus depot,JNTU,3,Round-trip,19,57,37.36,24,Hitech City,221,4624.44
03-03-2022,283D,Kukatpally,Afzalgunj,15,One Way,10,30,39.75,53,Ameerpet,420,8093.88
03-03-2022,187JL,L.B. Nagar,Patancheru Bus Station,17,Round Trip,17,15,9.95,55,Ameerpet,457,14540.03
03-03-2022,218/19M,Suraram,Hayathnagar,19,Round Trip,26,10,40.98,75,Ameerpet,500,12915.36
03-03-2022,272C,Chandrayan Gutta X Road,L.B. Nagar Ring Road,19,Round Trip,25,5,18.52,120,Ameerpet,388,10483.39
03-03-2022,19M,Central Bus Station,VV Nagar,7,Round Trip,18,20,25.86,60,Ameerpet,350,4185.44
03-03-2022,218/19M,Koti,Balanagar X Road,9,Round Trip,12,20,11.85,34,Ameerpet,401,12205.51
03-03-2022,19K,Chandrayan Gutta X Road,Bachupally,5,Round Trip,29,20,8.83,21,Ameerpet,118,12044.04
03-03-2022,230N,Charminar,Bowrampet,9,One Way,5,30,28.13,116,Ameerpet,156,14717.17
03-03-2022,113F,Kukatpally,Lingampally,17,Round Trip,5,20,13.23,24,Ameerpet,489,14903.76
03-03-2022,225L/V,Mehdipatnam,Ameerpet,18,Round Trip,13,30,5.45,72,Ameerpet,182,10815.39
03-03-2022,19F,Boduppal,Gajula Ramaram,13,Round Trip,27,15,42.31,54,Ameerpet,469,9226.83
03-03-2022,230X,NGO Colony,Hayathnagar,17,One Way,5,30,46.65,119,Ameerpet,119,4755.309746
03-03-2022,19Y/F,Allwyn Colony,Gandimaisamma,19,Round Trip,11,5,42.06,112,Ameerpet,135,4224.99
03-03-2022,19K,Dilsukhnagar,Balanagar X Road,6,Round Trip,12,10,46.04,55,Ameerpet,447,4072.98
03-03-2022,183,Suraram,Gandimaisamma,7,One Way,22,15,17.78,32,Ameerpet,127,2410
03-03-2022,41N,L.B. Nagar,Patancheru Bus Station,10,One Way,22,15,42.5,39,Ameerpet,205,2271.37
03-03-2022,189M,Charminar,ESI,6,One Way,11,30,10.1,65,Ameerpet,449,5797.27
04-03-2022,86V,Nagole Ring Road,Majeedpur,14,Round Trip,23,15,5.36,99,Koti,479,3200.55
04-03-2022,216D/L,Suchitra X Road,Marripally,10,Round Trip,48,54,24.93,27,Koti,77,2017.47
04-03-2022,9X/272G,Gandimaisamma X Road,Gandimaisamma,12,Round Trip,13,5,9.53,95,Ameerpet,250,9928.48
04-03-2022,9K/272G,Uppal X Road,Film Nagar,6,One Way,29,5,46.63,25,Ameerpet,276,3609.84
04-03-2022,9K,Jeedimetla,Afzalgunj,18,Round Trip,12,5,33.04,72,Ameerpet,327,10667.79
04-03-2022,225L,Dilsukhnagar,Suraram,12,Round Trip,8,5,13.08,115,Ameerpet,408,4704.86
04-03-2022,19Y/F,Mehdipatnam,Kachiguda,20,One Way,22,5,18.6,113,Ameerpet,494,4876.8
04-03-2022,9X/171M,Boduppal,Shamshiguda,19,Round Trip,5,15,35.08,96,Ameerpet,216,6141.04
04-03-2022,230N,Charminar,Kondapur Bus Station,14,Round Trip,12,10,37.2,69,Ameerpet,280,7996.41
04-03-2022,102B/218L,Central Bus Station,Bowrampet,16,One Way,23,30,24.73,17,Ameerpet,176,6964.16
04-03-2022,223R,Boduppal,Lingampally,12,One Way,7,20,31.84,89,Ameerpet,189,4221.92
05-03-2022,10H/250C,Kondapur bus depot,kondapur,18,One-way,22,21,14.61,108,Hitech City,447,1968.09
05-03-2022,19Y/F,Koti,L.B. Nagar Ring Road,16,One Way,18,30,35.09,35,Ameerpet,106,10734.63
05-03-2022,218,Uppal X Road,Ameerpet,18,One Way,12,20,37.2,30,Ameerpet,227,8597.99
05-03-2022,41N,BHEL,Film Nagar,13,One Way,22,5,44.94,38,Ameerpet,207,15719.48237
05-03-2022,113C,Kukatpally,Suraram,15,Round Trip,11,30,45.96,81,Ameerpet,411,11952.57
05-03-2022,187J,Aramghar,Nampally,15,One Way,19,5,28.87,34,Ameerpet,337,10409.69
05-03-2022,272C,NGO Colony,Shamshiguda,7,Round Trip,26,30,10.19,94,Ameerpet,152,14324.8
05-03-2022,218,NGO Colony,Film Nagar,11,One Way,15,5,15.37,104,Ameerpet,259,4874.66
05-03-2022,222D,Aramghar,VV Nagar,13,One Way,9,15,15.4,83,Ameerpet,449,6443.63
05-03-2022,9K/283K,Dilsukhnagar,ESI,13,Round Trip,9,20,7.99,91,Ameerpet,485,2952.84
05-03-2022,289M,Kukatpally,Nampally,9,One Way,21,30,6.95,53,Ameerpet,438,11493.03
06-03-2022,127K/S,ESI hospital,Hafeezpet MMTS Stop,6,Round-trip,12,43,8.29,103,Hitech City,461,4831.16
06-03-2022,185S,Jagadgirigutta,Hayathnagar,6,Round Trip,13,15,39.11,61,Ameerpet,437,4200.89
06-03-2022,224H,Uppal X Road,VV Nagar,9,One Way,6,30,42.06,100,Ameerpet,264,14188.89
06-03-2022,19F,NGO Colony,Secunderabad Bus Station,13,Round Trip,13,30,8.11,82,Ameerpet,334,4951.11
06-03-2022,41N,KPHB,Afzalgunj,15,Round Trip,11,15,33.35,44,Ameerpet,148,4853.38
06-03-2022,189R,Dilsukhnagar,Bachupally,16,Round Trip,24,5,41.13,37,Ameerpet,306,4325.31
06-03-2022,189M,Koti,Kachiguda,12,Round Trip,12,30,5.85,108,Ameerpet,115,2364.2
06-03-2022,183AJ,KPHB,Kachiguda,12,Round Trip,16,20,26.21,30,Ameerpet,360,2397.26
06-03-2022,41,L.B. Nagar,Film Nagar,11,Round Trip,5,10,15.49,29,Ameerpet,464,13252.16
06-03-2022,224H,Chandrayan Gutta X Road,Balanagar X Road,11,Round Trip,22,30,44.42,18,Ameerpet,344,8209.79
07-03-2022,105S,Mehdipatnam,Anajpur,9,One Way,19,50,55.91,106,Koti,315,4766.18
07-03-2022,127K/S,Rythu Bazar Erragadda,Infosys,8,Round-trip,17,36,29.99,103,Hitech City,406,2620.41
07-03-2022,127LH,Wipro,JNTU,1,Round-trip,9,33,28.39,69,Hitech City,185,1667.81
07-03-2022,19/224,KPHB,Suraram,18,Round Trip,9,30,11.33,16,Ameerpet,200,2184.255613
07-03-2022,113C,Kukatpally,Gandimaisamma,19,One Way,20,30,43.79,10,Ameerpet,435,8980.42
07-03-2022,187J,KPHB,Bachupally,7,Round Trip,8,30,39.08,27,Ameerpet,225,14921.75
07-03-2022,225L/V,Sanath Nagar,L.B. Nagar Ring Road,11,One Way,28,30,13.14,19,Ameerpet,295,14700.81
07-03-2022,218,Gandimaisamma X Road,Film Nagar,19,One Way,9,10,26,28,Ameerpet,310,6879.37
07-03-2022,218HG,Sanath Nagar,VV Nagar,6,Round Trip,24,5,30.63,117,Ameerpet,160,8941.46
07-03-2022,230X,Koti,Gajula Ramaram,20,One Way,13,5,44.99,118,Ameerpet,374,4751.434314
07-03-2022,19/224,Dilsukhnagar,Balanagar X Road,5,One Way,23,5,45.85,20,Ameerpet,283,10720.14
07-03-2022,83J/230,L.B. Nagar,L.B. Nagar Ring Road,7,Round Trip,29,30,24.86,64,Ameerpet,288,10518.14
07-03-2022,83J/230,NGO Colony,Lingampally,13,One Way,23,30,15.99,59,Ameerpet,392,13107.79
07-03-2022,185S,Jeedimetla,Lingampally,7,One Way,15,20,31.03,113,Ameerpet,452,10013.04
07-03-2022,224H,MGBS,Lingampally,9,One Way,14,15,21.48,46,Ameerpet,373,14244.35
07-03-2022,19Y/F,Boduppal,Afzalgunj,17,One Way,23,10,21.16,36,Ameerpet,448,6165.69
07-03-2022,19Y/F,Suraram,ESI,20,Round Trip,19,30,5.07,109,Ameerpet,206,9057.52
07-03-2022,189M/92A,Uppal X Road,Kachiguda,16,One Way,21,15,45.48,120,Ameerpet,134,6202.22
07-03-2022,113C,Jagadgirigutta,ESI,15,Round Trip,25,5,8.48,25,Ameerpet,268,6997.74
07-03-2022,224H,Gandimaisamma X Road,L.B. Nagar Ring Road,13,One Way,20,20,37.51,118,Ameerpet,409,4184.38
07-03-2022,83J/230,L.B. Nagar,ESI,9,One Way,28,30,21.1,64,Ameerpet,339,12317.58
07-03-2022,9M-1,Charminar,Balanagar X Road,6,Round Trip,21,10,42.3,46,Ameerpet,312,7966.41
08-03-2022,105,Hayathnagar,Anajpur,11,Round Trip,31,38,51.27,24,Koti,294,1724.9
08-03-2022,207,Secunderabad (Medchal),Majeedpur,10,Round Trip,31,48,62.89,107,Koti,272,3262.64
08-03-2022,10H/25S,Koti,Bachupally,7,Round Trip,9,5,21.3,118,Ameerpet,279,13000.87
08-03-2022,19K,Kukatpally,ESI,5,Round Trip,21,15,24.88,78,Ameerpet,316,12582.38
08-03-2022,83J/272G,L.B. Nagar,Balanagar X Road,11,One Way,23,20,38.79,56,Ameerpet,347,12743.46
08-03-2022,185S,Charminar,Ameerpet,20,One Way,23,15,22.36,30,Ameerpet,121,5604.3
08-03-2022,223R,Mehdipatnam,Ameerpet,12,Round Trip,27,5,29.42,51,Ameerpet,317,2389.49
08-03-2022,189M/92A,Jeedimetla,Kachiguda,9,One Way,28,10,18.69,67,Ameerpet,368,10603.65
08-03-2022,41,Dilsukhnagar,Suraram,10,One Way,17,20,17.39,36,Ameerpet,222,11334.99
08-03-2022,219,L.B. Nagar,ESI,18,One Way,23,10,29,119,Ameerpet,463,14356.99
08-03-2022,9M-1,L.B. Nagar,Kachiguda,6,Round Trip,11,5,12.43,77,Ameerpet,457,6734.31
08-03-2022,289M,Jeedimetla,VV Nagar,5,Round Trip,16,15,37.23,90,Ameerpet,347,5849.51
09-03-2022,113EL,Jeedimetla,Kachiguda,16,Round Trip,12,20,23.04,72,Ameerpet,206,8102.29
09-03-2022,230N,Boduppal,ESI,17,One Way,12,5,39.16,47,Ameerpet,416,14517.81
09-03-2022,113C,Kukatpally,Film Nagar,16,One Way,21,15,24.77,68,Ameerpet,145,3448.47
09-03-2022,183,L.B. Nagar,Gandimaisamma,8,Round Trip,29,5,31.23,105,Ameerpet,439,7109.47
09-03-2022,113F,Koti,ESI,18,Round Trip,20,30,36.25,17,Ameerpet,213,2124.77
09-03-2022,19F,KPHB,Suraram,16,Round Trip,25,15,39.98,101,Ameerpet,288,12627.22
09-03-2022,19M,Suraram,Afzalgunj,17,Round Trip,16,10,7.5,57,Ameerpet,103,2047.187776
09-03-2022,230X,NGO Colony,Hayathnagar,19,One Way,21,15,7.46,52,Ameerpet,403,14327.65
09-03-2022,9K/272G,Charminar,Balanagar X Road,19,Round Trip,6,20,16.5,118,Ameerpet,301,10549.01
09-03-2022,83J/230,Chandrayan Gutta X Road,ESI,6,Round Trip,13,5,33.77,73,Ameerpet,227,11126.27
09-03-2022,218D,L.B. Nagar,Hayathnagar,10,One Way,30,5,24.54,35,Ameerpet,209,10651.5
09-03-2022,19K,Dilsukhnagar,Shamshiguda,20,Round Trip,14,20,38.87,105,Ameerpet,231,13346.53
10-03-2022,41N,Uppal X Road,Gandimaisamma,20,Round Trip,19,5,35.92,35,Ameerpet,147,11389.12
10-03-2022,9X/283D,Chandrayan Gutta X Road,Kondapur Bus Station,14,Round Trip,5,10,16,21,Ameerpet,339,11821.21
10-03-2022,102B/218L,Uppal X Road,Film Nagar,6,Round Trip,24,20,23.89,19,Ameerpet,464,12096.85879
10-03-2022,189M,Boduppal,Suraram,14,One Way,26,5,5.48,29,Ameerpet,296,13537.95
10-03-2022,10H/25S,Chengicherla,L.B. Nagar Ring Road,17,One Way,27,20,11.86,22,Ameerpet,375,7495.73
10-03-2022,41,Gandimaisamma X Road,Suraram,9,Round Trip,22,5,38.61,116,Ameerpet,352,10877.04
10-03-2022,223R,Sanath Nagar,Hayathnagar,12,One Way,11,30,33.92,86,Ameerpet,112,12244.02
10-03-2022,230N,Chandrayan Gutta X Road,VV Nagar,14,One Way,13,20,44.41,59,Ameerpet,489,6680.64
11-03-2022,201M,Koti Osmania Hospital,Chandrayangutta X Road,4,One Way,5,32,26.16,118,Koti,277,3637.79
11-03-2022,86V,Secunderabad (Medchal),Chandrayangutta X Road,13,One Way,33,35,12.09,63,Koti,340,3682.62
11-03-2022,41N,Kukatpally,Secunderabad Bus Station,13,Round Trip,28,30,45.46,84,Ameerpet,121,6922.37
11-03-2022,9X/283D,Allwyn Colony,L.B. Nagar Ring Road,5,One Way,21,5,47.27,12,Ameerpet,211,13301.62
11-03-2022,19F/A,Chengicherla,Hayathnagar,5,One Way,22,30,47.7,72,Ameerpet,278,14604.02
11-03-2022,189M/A,Charminar,Patancheru Bus Station,12,One Way,5,30,45.4,93,Ameerpet,234,12053.76
11-03-2022,223R,Chandrayan Gutta X Road,Balanagar X Road,10,One Way,7,5,6.16,120,Ameerpet,312,4814.63
11-03-2022,9M,Aramghar,Kondapur Bus Station,6,One Way,14,5,43.31,18,Ameerpet,429,11325.49
11-03-2022,225A,Mehdipatnam,Bowrampet,11,One Way,16,10,9.2,74,Ameerpet,490,10277.85
11-03-2022,224H,Borabanda,ESI,17,One Way,8,5,12.35,59,Ameerpet,414,4280.79
11-03-2022,189M/A,Koti,Balanagar X Road,12,One Way,12,20,14.5,83,Ameerpet,206,4365.98
11-03-2022,83J/272G,MGBS,Shamshiguda,11,Round Trip,13,20,39.75,21,Ameerpet,413,4195.36
11-03-2022,225HP,Boduppal,Patancheru Bus Station,20,One Way,25,15,41.76,40,Ameerpet,285,12353.76
11-03-2022,219,Gandimaisamma X Road,Balanagar X Road,15,One Way,21,15,6.17,90,Ameerpet,106,3695.2
11-03-2022,218/19M,Dilsukhnagar,Lingampally,10,Round Trip,8,20,33.12,39,Ameerpet,424,13663.67
11-03-2022,9K/272G,Sanath Nagar,VV Nagar,7,One Way,11,30,27.55,60,Ameerpet,426,83013.3
11-03-2022,283D,Chengicherla,Film Nagar,12,One Way,20,30,15.53,10,Ameerpet,210,9928.8
11-03-2022,283D,Uppal X Road,ESI,20,One Way,19,15,10.01,94,Ameerpet,451,4653.96
11-03-2022,83J/272G,Aramghar,Kachiguda,16,One Way,17,15,47.71,47,Ameerpet,309,6524.44
11-03-2022,9X/171M,Uppal X Road,Gajula Ramaram,18,Round Trip,25,5,25.8,67,Ameerpet,498,2974.2
12-03-2022,19Y/F,Jeedimetla,ESI,20,Round Trip,9,15,42.61,49,Ameerpet,125,10183.53
12-03-2022,218L/V,MGBS,Afzalgunj,17,One Way,12,5,6.29,45,Ameerpet,453,13500.64
12-03-2022,9M-1,MGBS,Gandimaisamma,17,Round Trip,18,15,49.62,49,Ameerpet,419,3732.41
12-03-2022,113F,BHEL,L.B. Nagar Ring Road,14,Round Trip,23,5,9.07,16,Ameerpet,277,14412.36
12-03-2022,9 YF,Jeedimetla,Patancheru Bus Station,6,One Way,20,30,17.78,25,Ameerpet,413,14884.77
12-03-2022,218L,Koti,Kondapur Bus Station,19,One Way,17,15,24.04,91,Ameerpet,473,4312.9
12-03-2022,185S,Dilsukhnagar,ESI,7,Round Trip,11,5,49.57,54,Ameerpet,275,8403.32
13-03-2022,218,Chandrayan Gutta X Road,Film Nagar,19,One Way,9,5,39.44,29,Ameerpet,464,13632.73
13-03-2022,9X/171M,Boduppal,Lingampally,11,One Way,9,15,10.15,58,Ameerpet,348,4428
13-03-2022,83K,Kukatpally,Shamshiguda,5,One Way,15,5,29.12,57,Ameerpet,107,8155.34
13-03-2022,90 D,Kukatpally,L.B. Nagar Ring Road,20,Round Trip,25,15,41.88,65,Ameerpet,187,5139.22
13-03-2022,102B/218L,Gandimaisamma X Road,Kondapur Bus Station,9,One Way,11,15,22.56,75,Ameerpet,397,10732.99
13-03-2022,225A,Charminar,Film Nagar,8,Round Trip,14,30,21.02,77,Ameerpet,129,12568.21
13-03-2022,19Y/F,Borabanda,L.B. Nagar Ring Road,9,Round Trip,12,20,15.71,90,Ameerpet,266,11902.35
13-03-2022,230X,Sanath Nagar,Kondapur Bus Station,13,One Way,10,5,33.56,100,Ameerpet,316,7235.97
13-03-2022,19K,Jagadgirigutta,Ameerpet,5,One Way,8,5,39.02,72,Ameerpet,471,4028.45
13-03-2022,189M,MGBS,Kachiguda,5,One Way,19,5,37.1,61,Ameerpet,339,2746.69
13-03-2022,225M,Uppal X Road,Ameerpet,19,One Way,8,10,39.94,100,Ameerpet,442,7006.74
14-03-2022,209,Koti Osmania Hospital,Brahmanpally,18,One Way,33,54,8.48,69,Koti,393,3736.14
14-03-2022,272C,Jeedimetla,Kachiguda,15,Round Trip,12,10,12.5,42,Ameerpet,253,11391.9
14-03-2022,9M-1,Uppal X Road,L.B. Nagar Ring Road,14,One Way,22,5,46.29,38,Ameerpet,422,3229.83
14-03-2022,272C,Uppal X Road,Gandimaisamma,20,One Way,7,15,22.31,112,Ameerpet,223,14659.38
14-03-2022,183AJ,Aramghar,Secunderabad Bus Station,19,One Way,18,15,33.06,13,Ameerpet,101,10652.91
14-03-2022,9X/283D,Gandimaisamma X Road,Kachiguda,15,One Way,6,10,41.37,113,Ameerpet,477,3218.111114
